-0.5646642446517944,-0.21276788413524628,1.0
-0.5599315762519836,-0.2128041535615921,1.0
-0.5552001595497131,-0.21291297674179077,1.0
-0.5504710674285889,-0.2130942940711975,1.0
-0.5457454919815063,-0.21334807574748993,1.0
-0.5410245656967163,-0.21367426216602325,1.0
-0.536309540271759,-0.21407277882099152,1.0
-0.5316015481948853,-0.21454350650310516,1.0
-0.5269017815589905,-0.21508634090423584,1.0
-0.5222113132476807,-0.2157011479139328,1.0
-0.5175314545631409,-0.2163877785205841,1.0
-0.5128632187843323,-0.21714605391025543,1.0
-0.5082078576087952,-0.21797578036785126,1.0
-0.5035665035247803,-0.21887677907943726,1.0
-0.49894025921821594,-0.21984879672527313,1.0
-0.4943303167819977,-0.22089160978794098,1.0
-0.4897378385066986,-0.2220049500465393,1.0
-0.48516395688056946,-0.22318854928016663,1.0
-0.4806097447872162,-0.22444210946559906,1.0
-0.4760764241218567,-0.22576531767845154,1.0
-0.47156503796577454,-0.227157860994339,1.0
-0.46707674860954285,-0.22861936688423157,1.0
-0.46261265873908997,-0.23014949262142181,1.0
-0.45817387104034424,-0.23174786567687988,1.0
-0.453761488199234,-0.23341406881809235,1.0
-0.4493766129016876,-0.23514769971370697,1.0
-0.44502031803131104,-0.23694832623004913,1.0
-0.4406936764717102,-0.23881550133228302,1.0
-0.43639782071113586,-0.24074876308441162,1.0
-0.4321337342262268,-0.24274763464927673,1.0
-0.4279025197029114,-0.24481160938739777,1.0
-0.42370522022247314,-0.24694019556045532,1.0
-0.4195428788661957,-0.24913284182548523,1.0
-0.41541650891304016,-0.2513890266418457,1.0
-0.41132718324661255,-0.2537081837654114,1.0
-0.40727585554122925,-0.2560897171497345,1.0
-0.40326356887817383,-0.2585330903530121,1.0
-0.3992912769317627,-0.2610376179218292,1.0
-0.3953600227832794,-0.26360276341438293,1.0
-0.391470730304718,-0.2662278115749359,1.0
-0.3876244127750397,-0.2689121663570404,1.0
-0.383821964263916,-0.2716551423072815,1.0
-0.38006436824798584,-0.27445605397224426,1.0
-0.37635257840156555,-0.2773142457008362,1.0
-0.3726874589920044,-0.28022894263267517,1.0
-0.3690699338912964,-0.2831994593143463,1.0
-0.36550092697143555,-0.2862250804901123,1.0
-0.3619813024997711,-0.28930503129959106,1.0
-0.35851195454597473,-0.2924385368824005,1.0
-0.35509368777275085,-0.29562482237815857,1.0
-0.3517274260520935,-0.29886311292648315,1.0
-0.34841394424438477,-0.3021526038646698,1.0
-0.3451541066169739,-0.30549249053001404,1.0
-0.3419486880302429,-0.3088819086551666,1.0
-0.33879849314689636,-0.3123200535774231,1.0
-0.33570432662963867,-0.3158060312271118,1.0
-0.33266693353652954,-0.3193390369415283,1.0
-0.32968705892562866,-0.3229181468486786,1.0
-0.3267654478549957,-0.3265424966812134,1.0
-0.32390281558036804,-0.33021116256713867,1.0
-0.3210999071598053,-0.3339232802391052,1.0
-0.3183574080467224,-0.33767786622047424,1.0
-0.3156759738922119,-0.3414740562438965,1.0
-0.31305626034736633,-0.34531083703041077,1.0
-0.310498982667923,-0.34918734431266785,1.0
-0.3080047070980072,-0.35310253500938416,1.0
-0.30557405948638916,-0.3570554852485657,1.0
-0.3032076954841614,-0.3610452115535736,1.0
-0.30090615153312683,-0.3650707006454468,1.0
-0.2986699938774109,-0.3691309690475464,1.0
-0.2964998185634613,-0.37322500348091125,1.0
-0.29439613223075867,-0.3773518204689026,1.0
-0.29235944151878357,-0.38151034712791443,1.0
-0.2903903126716614,-0.3856995701789856,1.0
-0.2884891927242279,-0.3899184763431549,1.0
-0.28665652871131897,-0.3941659927368164,1.0
-0.28489282727241516,-0.3984410762786865,1.0
-0.2831985056400299,-0.4027426540851593,1.0
-0.28157395124435425,-0.40706968307495117,1.0
-0.280019611120224,-0.4114210903644562,1.0
-0.2785358726978302,-0.4157957434654236,1.0
-0.2771230638027191,-0.4201926290988922,1.0
-0.2757815718650818,-0.42461061477661133,1.0
-0.2745116949081421,-0.4290485978126526,1.0
-0.2733137905597687,-0.43350550532341003,1.0
-0.27218812704086304,-0.4379802346229553,1.0
-0.27113500237464905,-0.4424716532230377,1.0
-0.2701546251773834,-0.4469786584377289,1.0
-0.2692473232746124,-0.45150014758110046,1.0
-0.268413245677948,-0.45603495836257935,1.0
-0.2676526606082916,-0.46058201789855957,1.0
-0.26696568727493286,-0.46514013409614563,1.0
-0.2663525640964508,-0.46970823407173157,1.0
-0.265813410282135,-0.47428518533706665,1.0
-0.265348345041275,-0.47886982560157776,1.0
-0.2649575173854828,-0.4834609925746918,1.0
